Month,Area,Food_Dining,Transportation,Entertainment,Shopping,Utilities,Housing,Healthcare,Education,Travel,Personal_Care,Other,Income,Savings,Total_Expense
2023-09-01,Lingampally,8767,2098,2886,4602,2264,10446,743,4520,1064,1719,1714,60748,19925,40823
2023-09-01,Dilsukhnagar,6000,2000,2529,2000,1949,17346,906,1852,3854,1186,532,49250,9096,40154
2023-09-01,Uppal,7585,2687,2117,2424,1500,9811,500,3986,1718,1468,506,43666,9364,34302
2023-09-01,LB Nagar,6000,2160,1749,3976,2584,20990,500,3240,1351,1561,847,46912,1954,44958
2023-09-01,Mehdipatnam,6000,2000,2008,5571,2962,28984,552,3358,2374,1461,831,63254,7153,56101
2023-09-01,Tarnaka,6000,2530,1500,2955,2126,8000,1289,2399,4581,1300,1064,38225,4481,33744
2023-09-01,Kompally,12000,4173,2687,2713,3276,10637,936,1416,5260,1165,1538,87226,41425,45801
2023-09-01,Nallagandla,12000,5000,2943,5405,3312,23657,1689,2336,8000,1101,1986,88713,21284,67429
2023-09-01,Attapur,6474,3672,1556,5089,2578,9525,537,4121,2644,2004,1424,61128,21504,39624
2023-09-01,Alwal,6594,2000,2577,4362,1500,10877,551,1920,4010,1039,878,39694,3386,36308
2023-09-01,Bachupally,6064,2480,3993,4438,2165,25971,528,2010,2312,2192,1381,61100,7566,53534
2023-09-01,Bowenpally,8413,2000,1859,4488,2123,28563,1428,2805,5414,2131,1033,65718,5461,60257
2023-09-01,Nizampet,9761,2328,3903,2109,2646,24704,1206,2949,4512,897,698,68535,12822,55713
2023-09-01,Somajiguda,9001,4481,3599,3807,4000,21376,1381,3601,2686,2414,1385,71938,14207,57731
2023-09-01,Masab Tank,10769,4064,3685,5799,3442,15637,1294,3696,2624,1076,613,54242,1543,52699
2023-09-01,Khairatabad,11656,5000,4874,4193,2357,23705,1546,6000,8000,2500,2000,83555,11724,71831
2023-09-01,Nagole,6000,2000,1500,2654,1500,8456,1296,1328,5183,1406,982,49416,17111,32305
2023-10-01,Madhapur,12000,4717,5000,6008,4000,25441,1391,6000,8000,2469,2000,90602,13576,77026
2023-10-01,Gachibowli,12000,4498,3927,5845,3729,27104,1890,3123,3761,2500,1109,91164,21678,69486
2023-10-01,Hitech City,12000,5000,4898,7000,2856,14986,2000,6000,8000,1467,2000,82702,16495,66207
2023-10-01,Kukatpally,7241,2333,4617,2791,3303,23395,1484,4221,6490,1030,500,64778,7373,57405
2023-10-01,Ameerpet,8609,2748,1735,3420,2091,8883,525,5009,2859,2217,1747,73090,33247,39843
2023-10-01,Banjara Hills,12000,5000,5000,5550,3392,17328,2000,6000,8000,2500,2000,89980,21210,68770
2023-10-01,Jubilee Hills,12000,3726,5000,7000,2655,35000,2000,4018,7803,1925,1031,149393,67235,82158
2023-10-01,Secunderabad,9399,4165,1815,4058,1803,8000,1207,4081,5021,1324,1209,45836,3754,42082
2023-10-01,Begumpet,7639,2866,5000,7000,4000,35000,1715,6000,4558,938,691,81554,6147,75407
2023-10-01,Kondapur,10035,4665,5000,7000,4000,18253,2000,4236,1666,1950,1521,87664,27338,60326
2023-10-01,Manikonda,8573,4974,4664,7000,2072,33427,1700,2214,6208,1819,1300,81064,7113,73951
2023-10-01,Miyapur,8005,2021,1823,3042,3414,13788,908,2294,6404,1544,1651,49335,4441,44894
2023-10-01,Chandanagar,6559,2000,2898,4075,2947,26694,1017,4925,4096,1060,1037,69637,12329,57308
2023-10-01,Lingampally,9307,2000,2219,5395,1500,8720,1328,1168,3731,1183,724,41305,4030,37275
2023-10-01,Dilsukhnagar,6000,2820,3175,2308,2563,15813,961,2990,3897,1442,805,46483,3709,42774
2023-10-01,Uppal,6000,2000,2578,2000,1500,8000,530,2825,3638,1021,500,41503,10911,30592
2023-10-01,LB Nagar,6000,2035,2676,4235,1816,14074,1297,3182,2981,1075,500,42282,2411,39871
2023-10-01,Mehdipatnam,6731,2354,4250,6183,1500,8224,500,3400,1276,2030,1620,72988,34920,38068
2023-10-01,Tarnaka,6326,2625,1720,2057,2280,8000,500,1743,1000,1049,1065,32835,4470,28365
2023-10-01,Kompally,10488,4947,3184,7000,3014,15278,2000,2588,1289,1321,1144,91061,38808,52253
2023-10-01,Nallagandla,9263,4083,5000,5141,3201,19631,1979,2043,1970,1891,1723,92654,36729,55925
2023-10-01,Attapur,8291,3757,2499,2446,1556,8000,864,3023,3037,1524,1061,67844,31786,36058
2023-10-01,Alwal,6535,2597,1696,3148,1923,15645,631,1721,3802,1234,500,44118,4686,39432
2023-10-01,Bachupally,10086,2000,3991,3251,2459,17281,500,4953,3716,2151,826,62375,11161,51214
2023-10-01,Bowenpally,9734,4144,2998,3405,2793,19838,1666,2778,2503,900,1346,58525,6420,52105
2023-10-01,Nizampet,6000,3590,4034,2624,1510,22690,1252,1143,5817,1437,1582,74428,22749,51679
2023-10-01,Somajiguda,12000,5000,3916,5019,3276,12703,1763,1978,5424,1057,1125,82781,29520,53261
2023-10-01,Masab Tank,8909,3996,1559,7000,3347,15802,1364,2761,1906,1557,577,55785,7007,48778
2023-10-01,Khairatabad,12000,5000,5000,7000,3398,35000,1024,1620,5793,1596,1155,88690,10104,78586
2023-10-01,Nagole,6452,2000,1500,2000,1624,21378,677,2961,4242,915,1167,46143,1227,44916
2023-11-01,Madhapur,12000,5000,2376,4468,4000,35000,2000,6000,1806,2500,1859,112992,35983,77009
2023-11-01,Gachibowli,9691,4596,5000,7000,4000,25884,1549,6000,6537,2500,2000,135269,60512,74757
2023-11-01,Hitech City,12000,5000,4944,7000,4000,35000,2000,5268,8000,2500,2000,122344,34632,87712
2023-11-01,Kukatpally,9749,3742,3818,3674,2550,22179,500,4903,4894,947,1601,70427,11870,58557
2023-11-01,Ameerpet,9274,3848,2586,7000,2282,21069,500,3803,5426,1588,1121,66267,7770,58497
2023-11-01,Banjara Hills,12000,4891,5000,7000,4000,35000,2000,6000,8000,1886,2000,138402,50625,87777
2023-11-01,Jubilee Hills,12000,5000,5000,5838,4000,35000,2000,2719,3656,2500,2000,114401,34688,79713
2023-11-01,Secunderabad,6000,3112,1888,6535,3173,12885,1263,1612,2843,2102,1197,45329,2719,42610
2023-11-01,Begumpet,12000,3123,3098,6607,3151,35000,784,6000,8000,2031,1186,84812,3832,80980
2023-11-01,Kondapur,11876,5000,4968,7000,4000,33517,2000,5390,8000,1705,2000,119546,34090,85456
2023-11-01,Manikonda,12000,5000,3588,7000,2549,32131,799,2851,4633,1516,1215,78065,4783,73282
2023-11-01,Miyapur,6645,3733,1549,6678,3067,16608,1396,4914,5821,1290,1081,71219,18437,52782
2023-11-01,Chandanagar,9004,2427,3638,3991,2964,8723,500,5050,5976,1940,1625,53711,7873,45838
2023-11-01,Lingampally,6658,2061,2806,3475,3310,8000,616,1925,2063,1021,1280,55341,22126,33215
2023-11-01,Dilsukhnagar,6000,2535,3043,4296,2133,11779,500,1716,5109,1224,604,47321,8382,38939
2023-11-01,Uppal,7441,2706,2339,5644,2149,17131,530,1035,5241,1228,759,48574,2371,46203
2023-11-01,LB Nagar,6363,2000,2922,2675,2344,14969,611,1000,4479,800,500,46674,8011,38663
2023-11-01,Mehdipatnam,6908,2702,2017,6980,1913,11663,822,1719,2749,803,629,66482,27577,38905
2023-11-01,Tarnaka,6000,3172,1500,2724,2579,21906,1039,1506,2694,800,500,49868,5448,44420
2023-11-01,Kompally,10332,3365,3975,4945,2584,32070,1986,2852,5464,1391,634,81895,12297,69598
2023-11-01,Nallagandla,11947,2879,3426,6606,2247,12091,1171,6000,6079,1660,640,66400,11654,54746
2023-11-01,Attapur,6000,3163,3602,4667,1960,8090,500,2746,6262,1059,1187,61184,21948,39236
2023-11-01,Alwal,6578,2000,1500,3094,2067,12924,1042,3475,4107,1619,1062,48961,9493,39468
2023-11-01,Bachupally,9793,3733,3836,7000,2394,22477,1133,4681,3580,1954,1513,73270,11176,62094
2023-11-01,Bowenpally,10262,2395,3473,6556,3348,28321,1186,3396,1893,2142,769,69719,5978,63741
2023-11-01,Nizampet,9189,2835,1910,3265,3105,18584,542,3910,2346,1953,822,68025,19564,48461
2023-11-01,Somajiguda,8557,2679,3910,6571,4000,24411,1207,2743,3502,2500,888,67887,6919,60968
2023-11-01,Masab Tank,7318,2082,2179,2739,3194,20074,924,3962,4977,2204,1785,74736,23298,51438
2023-11-01,Khairatabad,11875,5000,5000,6822,3840,11909,1928,6000,1878,2500,2000,76708,17956,58752
2023-11-01,Nagole,6182,3232,3284,2318,1603,18142,562,1773,1000,800,908,43039,3235,39804
2023-12-01,Madhapur,12000,5000,5000,6460,3460,13344,1283,4060,4808,1322,1167,111705,53801,57904
2023-12-01,Gachibowli,12000,5000,5000,7000,2967,35000,953,5075,8000,2457,1480,128675,43743,84932
2023-12-01,Hitech City,12000,5000,5000,7000,4000,14546,2000,6000,6432,2234,2000,124494,58282,66212
2023-12-01,Kukatpally,8248,3598,2746,4052,2073,18512,1423,1117,8000,1193,1419,66954,14573,52381
2023-12-01,Ameerpet,8899,3573,3276,6135,2502,25074,1407,1969,3636,1373,827,74060,15389,58671
2023-12-01,Banjara Hills,12000,5000,3928,7000,4000,35000,1077,5798,2798,2500,1758,106976,26117,80859
2023-12-01,Jubilee Hills,12000,5000,5000,5810,4000,35000,1866,3568,4249,1774,2000,125452,45185,80267
2023-12-01,Secunderabad,6000,4433,1500,3734,3005,29828,1432,3027,8000,800,1807,68986,5420,63566
2023-12-01,Begumpet,12000,5000,2799,3174,3696,25665,1504,6000,8000,1555,1288,96393,25712,70681
2023-12-01,Kondapur,10987,3732,5000,7000,4000,27811,2000,6000,8000,2500,2000,89544,10514,79030
2023-12-01,Manikonda,10227,3861,5000,4434,2808,18308,1441,4200,8000,1728,932,94881,33942,60939
2023-12-01,Miyapur,7138,4215,1967,4243,2511,26845,626,4905,5632,1588,1118,73268,12480,60788
2023-12-01,Chandanagar,6000,2953,2049,3141,2641,18133,541,1155,2626,951,1195,69534,28149,41385
2023-12-01,Lingampally,9764,2274,1573,5517,1936,16852,1677,4948,7010,800,1202,58353,4800,53553
2023-12-01,Dilsukhnagar,7890,3200,1500,2631,1513,8000,1020,1566,3047,800,824,44348,12357,31991
2023-12-01,Uppal,6000,2000,3279,2000,1901,9025,500,1363,1266,800,840,33309,4335,28974
2023-12-01,LB Nagar,6634,2000,2037,3284,1500,12080,500,1406,3856,1663,1335,48517,12222,36295
2023-12-01,Mehdipatnam,7303,2000,2252,2727,1500,9042,1009,2308,2612,1726,886,74287,40922,33365
2023-12-01,Tarnaka,7621,2000,2321,2003,1878,8311,509,2786,2636,800,1300,42518,10353,32165
2023-12-01,Kompally,10292,3994,2605,4673,1884,30109,912,2156,4740,2500,1857,68344,2622,65722
2023-12-01,Nallagandla,12000,4546,4390,5056,4000,25043,1187,4828,7482,1162,1251,90433,19488,70945
2023-12-01,Attapur,9688,2742,3826,3683,2959,10188,1650,2975,3327,1058,785,53769,10888,42881
2023-12-01,Alwal,6000,2711,3149,3490,1872,13130,1137,3426,2689,1580,713,44876,4979,39897
2023-12-01,Bachupally,10542,3672,1845,4405,1605,26181,824,3999,8000,990,973,72848,9812,63036
2023-12-01,Bowenpally,8641,2849,1846,2000,2200,22320,1190,1557,4904,1249,797,57872,8319,49553
2023-12-01,Nizampet,6721,3097,4047,4017,2602,8534,656,1287,7337,1900,667,66084,25219,40865
2023-12-01,Somajiguda,8718,3539,4253,6088,3833,35000,1123,5117,7912,1573,2000,93622,14466,79156
2023-12-01,Masab Tank,9469,3857,4336,4234,2124,27977,1527,3228,7934,1157,1276,68957,1838,67119
2023-12-01,Khairatabad,12000,3489,3770,7000,4000,35000,1273,6000,3297,1986,1440,91404,12149,79255
2023-12-01,Nagole,7760,2842,2503,2804,1881,14740,500,2382,6396,1359,1148,49096,4781,44315
2024-01-01,Madhapur,12000,5000,2570,6222,4000,23665,869,6000,6429,2394,1391,114378,43838,70540
2024-01-01,Gachibowli,12000,5000,5000,3278,4000,16007,1898,3287,7530,2060,2000,117648,55588,62060
2024-01-01,Hitech City,12000,5000,3913,3461,4000,35000,1963,6000,8000,2500,1556,131309,47916,83393
2024-01-01,Kukatpally,8718,3582,4624,4922,3500,25776,646,4201,4101,2206,1597,72906,9033,63873
2024-01-01,Ameerpet,6000,2175,1579,4044,1541,24936,1203,4690,2679,1523,612,54405,3423,50982
2024-01-01,Banjara Hills,12000,4005,3850,7000,3063,35000,2000,6000,4045,1571,2000,142123,61589,80534
2024-01-01,Jubilee Hills,12000,5000,4872,7000,3162,35000,1380,6000,2656,2500,2000,114263,32693,81570
2024-01-01,Secunderabad,6000,2748,1862,2829,3369,22222,700,3462,2553,2250,502,54295,5798,48497
2024-01-01,Begumpet,12000,5000,2037,3356,2888,35000,1532,5020,7607,2500,1425,88991,10626,78365
2024-01-01,Kondapur,12000,4298,5000,3241,3064,35000,1556,2694,3554,2500,2000,115616,40709,74907
2024-01-01,Manikonda,7266,2366,3538,7000,2486,35000,2000,2732,7599,2224,1434,82884,9239,73645
2024-01-01,Miyapur,9656,3882,3678,6197,2390,26403,1590,1824,1147,1319,1582,66845,7177,59668
2024-01-01,Chandanagar,6561,3478,1500,3204,2578,9758,1565,1511,6251,991,1689,71621,32535,39086
2024-01-01,Lingampally,6000,2000,1528,4293,3056,16375,1012,3423,4104,1708,1047,63437,18891,44546
2024-01-01,Dilsukhnagar,6818,3310,1807,2000,1500,15213,674,3779,3575,1117,1125,43952,3034,40918
2024-01-01,Uppal,7316,2000,2458,4472,2325,20805,734,3431,3254,1240,500,49629,1094,48535
2024-01-01,LB Nagar,6000,2452,1500,3831,2417,22053,500,3826,1000,1078,1182,49049,3210,45839
2024-01-01,Mehdipatnam,6000,2000,2822,5197,1560,9749,1160,1863,5242,2071,1415,42720,3641,39079
2024-01-01,Tarnaka,7748,2448,3036,2005,1500,17687,500,3758,4018,1664,668,48868,3836,45032
2024-01-01,Kompally,11486,2999,3733,5822,4000,30892,744,3711,5629,1153,1262,85937,14506,71431
2024-01-01,Nallagandla,8878,2716,3794,3259,3430,14500,1827,2277,8000,973,1479,89941,38808,51133
2024-01-01,Attapur,6445,2994,3900,5767,1980,10667,1386,3429,2111,1835,1121,53131,11496,41635
2024-01-01,Alwal,6495,2015,1988,2000,2220,8014,1092,3267,4077,800,596,46320,13756,32564
2024-01-01,Bachupally,8577,4263,2522,5712,1710,16149,518,4222,1841,1108,1490,61343,13231,48112
2024-01-01,Bowenpally,8074,2000,1500,3993,1984,11284,1245,1878,4512,1267,684,59913,21492,38421
2024-01-01,Nizampet,6366,2000,2212,5584,3070,15478,1170,3291,5834,1031,810,51768,4922,46846
2024-01-01,Somajiguda,9335,2537,3109,7000,4000,13099,1419,3474,5289,2083,634,60891,8912,51979
2024-01-01,Masab Tank,10948,3661,3524,4290,2159,11115,1272,1132,6260,1401,1037,70741,23942,46799
2024-01-01,Khairatabad,9432,5000,2502,3265,2267,30536,2000,2579,8000,1509,1743,72313,3480,68833
2024-01-01,Nagole,6030,2664,2269,2143,2400,22977,799,2809,4390,814,1207,49520,1018,48502
2024-02-01,Madhapur,12000,5000,3016,5486,4000,35000,2000,6000,2790,2010,1652,149746,70792,78954
2024-02-01,Gachibowli,12000,5000,5000,3389,4000,35000,1927,2675,6121,2427,1265,113526,34722,78804
2024-02-01,Hitech City,12000,4906,5000,7000,4000,18694,1111,4140,6651,2164,2000,148622,80956,67666
2024-02-01,Kukatpally,6097,3036,3941,5857,3123,21604,1486,4128,2474,1626,1551,60753,5830,54923
2024-02-01,Ameerpet,7176,3598,2892,4101,1567,23599,1633,1550,3235,802,500,61428,10775,50653
2024-02-01,Banjara Hills,12000,5000,4286,7000,3709,35000,1611,2355,8000,1398,2000,149313,66954,82359
2024-02-01,Jubilee Hills,12000,5000,5000,7000,2775,35000,2000,3934,5190,2500,1317,120720,39004,81716
2024-02-01,Secunderabad,9663,2000,3155,4478,2073,29054,683,2589,6369,1032,1589,71228,8543,62685
2024-02-01,Begumpet,7622,4082,2076,6344,4000,35000,2000,5133,7514,1954,2000,80454,2729,77725
2024-02-01,Kondapur,12000,4181,5000,7000,3100,21173,2000,4902,3511,2106,1693,125063,58397,66666
2024-02-01,Manikonda,11047,5000,5000,5965,3687,18932,2000,2370,1979,2500,2000,78188,17708,60480
2024-02-01,Miyapur,8935,3023,2339,3053,1636,20297,1040,3166,2229,2130,1296,57830,8686,49144
2024-02-01,Chandanagar,9696,2000,3131,5315,1980,11288,764,2012,3514,1152,772,65472,23848,41624
2024-02-01,Lingampally,6000,2628,3405,2505,1785,11672,500,2930,1107,1099,1733,62698,27334,35364
2024-02-01,Dilsukhnagar,7654,2000,1719,2872,2401,19730,500,1079,2605,1516,1212,45099,1811,43288
2024-02-01,Uppal,6438,2000,2659,4486,1797,8000,933,2074,4550,940,1235,37781,2669,35112
2024-02-01,LB Nagar,6000,2000,1732,2000,1500,17386,500,1048,1297,800,1220,46230,10747,35483
2024-02-01,Mehdipatnam,6000,3682,3510,6009,2039,13514,1015,4545,5248,1378,746,73541,25855,47686
2024-02-01,Tarnaka,7149,3148,2001,3686,1725,14432,888,3366,5411,1073,699,49367,5789,43578
2024-02-01,Kompally,7499,3186,1987,4563,2115,19128,1863,2458,5824,2500,1489,71811,19199,52612
2024-02-01,Nallagandla,8279,3507,4122,5239,2163,23189,1519,2701,6111,1062,1161,88479,29426,59053
2024-02-01,Attapur,6645,3355,2581,3150,3333,15186,752,4878,5471,1723,505,69868,22289,47579
2024-02-01,Alwal,6000,2571,1500,2054,2264,10322,500,1000,2694,1214,1184,48570,17267,31303
2024-02-01,Bachupally,6451,3225,2493,3965,3424,20407,1009,5344,1309,2143,1125,54633,3738,50895
2024-02-01,Bowenpally,7935,4191,2881,3687,1918,22678,1191,1822,5246,1666,964,68094,13915,54179
2024-02-01,Nizampet,7467,2000,1516,3573,1500,13285,1276,2188,6868,2028,1185,44222,1336,42886
2024-02-01,Somajiguda,12000,5000,3136,6889,2208,31742,1482,1299,3499,2500,1167,78622,7700,70922
2024-02-01,Masab Tank,6607,3187,4125,5369,2403,12643,528,3072,6215,1892,1032,53122,6049,47073
2024-02-01,Khairatabad,11366,3930,4189,5449,3804,25787,2000,3730,1320,1428,1486,99999,35510,64489
2024-02-01,Nagole,6348,2824,1678,3629,2222,13021,752,1291,2657,1457,1270,44647,7498,37149
2024-03-01,Madhapur,12000,4632,5000,7000,3725,35000,976,1684,2974,1703,2000,110717,34023,76694
2024-03-01,Gachibowli,12000,5000,4677,5692,2994,35000,1144,6000,3914,2500,2000,110968,30047,80921
2024-03-01,Hitech City,11208,3752,5000,7000,4000,14322,1524,5854,8000,2094,2000,140167,75413,64754
2024-03-01,Kukatpally,6287,2706,2191,3958,2901,18510,814,4208,4783,1581,1251,66687,17497,49190
2024-03-01,Ameerpet,6677,3680,2601,3476,1707,21961,1279,2460,6392,2038,604,56338,3463,52875
2024-03-01,Banjara Hills,12000,5000,3994,5941,4000,26635,2000,5944,4446,2500,2000,128653,54193,74460
2024-03-01,Jubilee Hills,12000,5000,4474,5169,4000,35000,2000,6000,3302,2500,1471,136358,55442,80916
2024-03-01,Secunderabad,8093,2910,4412,3331,3255,25969,1382,5155,3548,1346,682,62937,2854,60083
2024-03-01,Begumpet,9037,5000,3731,4376,2409,24903,1859,2873,7442,2208,1985,75902,10079,65823
2024-03-01,Kondapur,12000,3813,4297,7000,4000,20252,2000,1963,8000,2500,2000,97563,29738,67825
2024-03-01,Manikonda,12000,4307,4825,6005,3672,16099,1835,2491,8000,1351,973,78864,17306,61558
2024-03-01,Miyapur,6649,2748,3567,2491,1692,18840,772,1942,1000,1275,871,70485,28638,41847
2024-03-01,Chandanagar,6000,3296,3151,2008,1956,26932,1172,2611,3631,985,1466,60627,7419,53208
2024-03-01,Lingampally,10001,2331,2257,2445,1979,14818,1265,1700,6487,851,500,72492,27858,44634
2024-03-01,Dilsukhnagar,7422,2742,1830,3319,1500,8367,805,1845,3539,800,997,38453,5287,33166
2024-03-01,Uppal,6000,2000,2077,4013,2137,18422,755,1487,3228,800,1086,48416,6411,42005
2024-03-01,LB Nagar,6000,2000,2210,2994,2027,13377,1269,3511,4830,1263,981,44382,3920,40462
2024-03-01,Mehdipatnam,7428,2559,3082,2000,1500,26741,500,3127,4577,981,1591,67296,13210,54086
2024-03-01,Tarnaka,6000,3220,2885,2217,1500,11443,759,1542,5530,824,1208,49613,12485,37128
2024-03-01,Kompally,12000,2959,3290,5298,1991,33224,1008,4141,5359,2017,645,77407,5475,71932
2024-03-01,Nallagandla,8127,2879,2964,3158,4000,25327,1664,3231,3401,1919,1091,75909,18148,57761
2024-03-01,Attapur,7688,3102,4361,2749,2399,10616,904,4045,1959,1577,992,53072,12680,40392
2024-03-01,Alwal,6000,3161,1941,3898,1673,21935,616,2016,4157,912,689,48408,1410,46998
2024-03-01,Bachupally,8411,3666,3381,5533,3293,20913,849,1004,4777,1985,1060,74903,20031,54872
2024-03-01,Bowenpally,6163,2526,2897,5453,1702,21632,1438,5010,1602,2095,1237,70877,19122,51755
2024-03-01,Nizampet,6000,3036,3174,3049,2225,19815,1146,1043,3517,1004,1618,68428,22801,45627
2024-03-01,Somajiguda,12000,3485,2540,3723,3239,35000,1503,1535,1538,1426,2000,91166,23177,67989
2024-03-01,Masab Tank,8720,2750,4420,3400,3336,29932,1139,5088,2732,1785,588,71249,7359,63890
2024-03-01,Khairatabad,10536,3159,2049,2405,2754,28493,1409,2989,8000,2500,820,95551,30437,65114
2024-03-01,Nagole,6762,2871,1902,3918,1500,11592,1076,2822,4689,800,521,43948,5495,38453
2024-04-01,Madhapur,10085,4130,2429,7000,4000,35000,1727,1629,8000,1430,2000,103070,25640,77430
2024-04-01,Gachibowli,12000,5000,5000,7000,4000,18401,2000,6000,8000,2500,1655,81585,10029,71556
2024-04-01,Hitech City,12000,5000,3996,4762,4000,33956,1257,1829,2272,2500,1015,132074,59487,72587
2024-04-01,Kukatpally,8204,2577,4588,6176,2958,18952,1001,1121,2874,950,616,52957,2940,50017
2024-04-01,Ameerpet,8553,2097,1699,4021,2975,10701,500,1795,2421,1973,1711,47184,8738,38446
2024-04-01,Banjara Hills,12000,5000,5000,5114,3872,34697,2000,2965,5346,2312,1562,109050,29182,79868
2024-04-01,Jubilee Hills,12000,5000,5000,5377,3928,35000,2000,2344,5019,2500,2000,121660,41492,80168
2024-04-01,Secunderabad,8872,3017,2763,2741,3608,21963,676,5010,3303,816,915,72502,18818,53684
2024-04-01,Begumpet,12000,5000,3808,7000,4000,35000,2000,3445,7454,2109,1870,96109,12423,83686
2024-04-01,Kondapur,12000,5000,3976,7000,4000,20808,1039,6000,7588,2054,2000,92445,20980,71465
2024-04-01,Manikonda,9119,3816,5000,6094,4000,27102,2000,2518,3236,1092,1519,69143,3647,65496
2024-04-01,Miyapur,9259,2688,1500,4615,4000,14263,694,2154,3557,1097,912,63764,19025,44739
2024-04-01,Chandanagar,8410,2597,2470,2000,4000,16245,849,1226,4654,1941,500,56104,11212,44892
2024-04-01,Lingampally,6018,3330,4133,3665,2580,25089,1412,1954,1860,1232,1455,56989,4261,52728
2024-04-01,Dilsukhnagar,6802,2674,2945,2264,1964,8000,1206,2616,2064,800,1060,45922,13527,32395
2024-04-01,Uppal,6853,2000,3219,3953,2694,17533,1273,3867,3544,1034,717,49469,2782,46687
2024-04-01,LB Nagar,7391,2664,1500,2000,3175,21589,1305,2126,4394,1495,659,49797,1499,48298
2024-04-01,Mehdipatnam,10368,2000,3107,4544,3466,12894,1369,1801,5887,1015,1337,52768,4980,47788
2024-04-01,Tarnaka,7425,2000,1619,4091,1500,9125,821,3921,3423,1012,1365,37575,1273,36302
2024-04-01,Kompally,9537,3586,2874,4023,4000,10091,1688,2224,4090,1163,1474,75867,31117,44750
2024-04-01,Nallagandla,12000,3562,2409,3641,4000,17700,1932,3087,2698,2367,1398,70695,15901,54794
2024-04-01,Attapur,10401,2161,2421,3471,3011,25833,500,5008,4884,2137,1527,62943,1589,61354
2024-04-01,Alwal,7639,2512,1817,2783,2596,12897,1055,1000,4498,800,1265,47622,8760,38862
2024-04-01,Bachupally,6123,4009,3945,5146,4000,13831,1572,2494,4303,1408,500,52648,5317,47331
2024-04-01,Bowenpally,8356,3752,1867,5889,3124,11333,1299,1733,1278,1738,589,43516,2558,40958
2024-04-01,Nizampet,9033,2000,3750,5175,2005,19032,558,3602,1246,2081,702,52998,3814,49184
2024-04-01,Somajiguda,12000,2875,2693,5129,4000,35000,650,1207,4162,1715,2000,79754,8323,71431
2024-04-01,Masab Tank,10522,2266,2744,5343,2660,24160,798,2441,6549,1143,1815,73833,13392,60441
2024-04-01,Khairatabad,9364,2474,2858,3412,4000,13194,1719,6000,4227,1298,1314,94219,44359,49860
2024-04-01,Nagole,6546,2000,2317,2975,1986,8000,1352,1289,1610,800,929,45935,16131,29804
2024-05-01,Madhapur,12000,4419,4828,7000,4000,35000,1543,3201,8000,2500,1631,116089,31967,84122
2024-05-01,Gachibowli,12000,4963,5000,7000,4000,35000,1721,1641,8000,2500,2000,139697,55872,83825
2024-05-01,Hitech City,12000,5000,4199,7000,4000,35000,1974,4072,3269,2330,1276,97057,16937,80120
2024-05-01,Kukatpally,10653,2748,2518,5057,2212,31271,988,1423,2835,2254,823,71277,8495,62782
2024-05-01,Ameerpet,9135,2261,1996,5859,2141,8000,1147,4867,4058,932,1807,62263,20060,42203
2024-05-01,Banjara Hills,12000,5000,5000,6889,4000,35000,2000,6000,8000,2284,2000,130402,42229,88173
2024-05-01,Jubilee Hills,12000,5000,5000,7000,3415,35000,2000,6000,8000,2500,2000,148906,60991,87915
2024-05-01,Secunderabad,6000,4343,4338,4388,3345,8843,1293,2912,7451,815,1450,61595,16417,45178
2024-05-01,Begumpet,9168,4696,4387,3722,3861,35000,1672,1595,6573,1579,1737,79259,5269,73990
2024-05-01,Kondapur,9446,5000,5000,7000,3209,25240,1764,2959,8000,1435,1044,123020,52923,70097
2024-05-01,Manikonda,11456,3190,4565,2564,4000,21247,1940,5629,5606,2127,963,91823,28536,63287
2024-05-01,Miyapur,6000,2962,1918,5754,2928,21476,933,2191,2930,2107,1524,65317,14594,50723
2024-05-01,Chandanagar,6000,3639,2544,2000,3026,9878,699,3844,3244,1988,1275,64249,26112,38137
2024-05-01,Lingampally,8503,4042,2427,4164,3060,28429,656,3413,7440,1254,1580,73519,8551,64968
2024-05-01,Dilsukhnagar,6000,2000,2377,2752,1500,8000,532,3251,6559,1159,500,39249,4619,34630
2024-05-01,Uppal,7654,2921,1732,2000,3224,21354,500,3519,1560,800,1126,48878,2488,46390
2024-05-01,LB Nagar,6260,2203,3167,4208,1500,16729,1126,2548,7225,1335,500,48804,2003,46801
2024-05-01,Mehdipatnam,9508,4330,1600,2171,3697,8450,523,4724,7735,1995,1281,52724,6710,46014
2024-05-01,Tarnaka,6000,3284,1771,2350,3232,18359,1283,1238,7202,1282,1045,48359,1313,47046
2024-05-01,Kompally,9211,4624,4160,6603,4000,29309,669,2130,8000,2500,2000,97801,24595,73206
2024-05-01,Nallagandla,7252,3669,4848,6720,2499,28511,833,4041,4214,1038,723,74055,9707,64348
2024-05-01,Attapur,9285,4254,2790,3607,2657,21857,911,4197,7914,2030,767,73795,13526,60269
2024-05-01,Alwal,6068,2000,1500,3669,2378,18245,500,3959,7118,1053,1192,49462,1780,47682
2024-05-01,Bachupally,9449,4203,3944,5491,3011,27316,1392,1507,2201,1914,1303,65870,4139,61731
2024-05-01,Bowenpally,8086,4188,3378,3531,2811,21592,1455,3390,5462,1806,1382,71191,14110,57081
2024-05-01,Nizampet,6000,3701,2862,2060,3468,23730,1115,4312,3634,992,890,71432,18668,52764
2024-05-01,Somajiguda,10228,4942,5000,6776,2924,21626,892,5360,4467,2047,2000,80161,13899,66262
