"Month","Area","Food_Dining","Transportation","Entertainment","Shopping","Utilities","Housing","Healthcare","Education","Travel","Personal_Care","Other","Income","Savings","Total_Expense"
"2023-09-01","Ameerpet","8271","3687","3552","2349","3085","13899","500","1546","6901","1373","936","73589","27490","46099"
"2023-09-01","Banjara Hills","12000","3487","2688","7000","4000","24685","2000","6000","8000","2500","2000","82171","7811","74360"
"2023-09-01","Jubilee Hills","12000","5000","3340","4506","4000","35000","2000","6000","8000","2500","2000","140367","56021","84346"
"2023-09-01","Secunderabad","6000","4274","2896","3552","1774","15646","1139","4426","1450","800","574","61037","18506","42531"
"2023-09-01","Begumpet","10935","4924","5000","6048","3472","10688","1879","5839","4578","2492","1282","96239","39102","57137"
"2023-09-01","Kondapur","12000","3228","4577","4205","3134","23220","2000","6000","4483","2500","2000","82576","15229","67347"
"2023-09-01","Manikonda","10560","3732","5000","6074","2101","19130","1608","6000","6195","1602","819","93998","31177","62821"
"2023-09-01","Miyapur","6990","2475","3495","5282","3032","23088","1348","3280","2480","800","735","55788","2783","53005"
"2023-09-01","Chandanagar","7550","3086","3508","2871","2293","28762","1370","1000","5258","1893","1337","73121","14193","58928"
"2023-09-01","Lingampally","6000","2718","2748","4168","2991","19100","508","3238","1426","1297","1034","71603","26375","45228"
"2023-09-01","Dilsukhnagar","6552","2000","3108","2481","1942","10978","558","1630","1102","1450","1251","47772","14720","33052"
"2023-09-01","Uppal","6000","3178","3258","4228","2507","17710","500","3381","3037","800","1179","47598","1820","45778"
"2023-09-01","LB Nagar","6000","2547","1773","3143","1500","9099","1031","3644","2835","1133","851","47402","13846","33556"
"2023-09-01","Mehdipatnam","9837","4079","2298","4025","2371","11127","682","2503","2888","1998","816","47074","4450","42624"
"2023-09-01","Tarnaka","6000","2135","2771","2043","2607","8000","882","2056","5061","850","728","48425","15292","33133"
"2023-09-01","Kompally","11929","2379","4805","5687","2702","10413","1404","6000","4641","1730","1961","91685","38034","53651"
"2023-09-01","Nallagandla","9999","2606","3905","2366","2563","35000","1186","2603","5902","2131","1845","99050","28944","70106"
"2023-09-01","Attapur","10286","3343","1807","4809","3328","28961","969","4516","4115","1460","640","68954","4720","64234"
"2023-09-01","Alwal","7467","2000","2510","2000","2290","19412","605","3075","1562","1111","673","49881","7176","42705"
"2023-09-01","Bachupally","9603","2908","2737","5999","2567","20908","927","2434","3180","1841","1315","62621","8202","54419"
"2023-09-01","Bowenpally","7206","4157","2779","5521","1500","23523","893","1766","1000","2011","538","67705","16811","50894"
"2023-09-01","Nizampet","6000","4126","3218","2341","1923","16318","500","2574","3234","1612","500","73658","31312","42346"
"2023-09-01","Somajiguda","10432","3972","1990","7000","2276","19964","1768","3930","2099","1785","828","91546","35502","56044"
"2023-09-01","Masab Tank","9539","4235","4456","3068","3309","13405","792","1000","6161","2078","1045","67806","18718","49088"
"2023-09-01","Khairatabad","12000","2687","5000","7000","2692","11912","1070","5050","8000","1931","1504","72056","13210","58846"
"2023-09-01","Nagole","6000","2362","2747","2525","1589","8827","500","1190","1581","800","575","31712","3016","28696"
"2023-10-01","Madhapur","12000","5000","5000","7000","2983","14451","2000","6000","7531","1814","2000","131175","65396","65779"
"2023-10-01","Gachibowli","12000","5000","3893","7000","4000","25844","2000","3311","8000","1693","1716","115316","40859","74457"
"2023-10-01","Hitech City","12000","4421","2651","7000","4000","35000","2000","4223","8000","2403","1187","120504","37619","82885"
"2023-10-01","Kukatpally","6237","3561","2257","3955","1978","10054","1002","1320","5808","1985","1149","70700","31394","39306"
"2023-10-01","Ameerpet","7462","3554","4394","6905","2881","19521","1504","2170","5038","1117","1342","68723","12835","55888"
"2023-10-01","Banjara Hills","12000","4902","5000","7000","2641","35000","2000","6000","8000","2500","1447","102738","16248","86490"
"2023-10-01","Jubilee Hills","12000","5000","4038","7000","4000","35000","1645","6000","8000","2219","1352","122243","35989","86254"
"2023-10-01","Secunderabad","9020","3460","4075","2614","1840","31368","1067","3559","1779","930","989","72750","12049","60701"
"2023-10-01","Begumpet","8148","3871","1867","7000","4000","21199","1739","3439","8000","1146","1396","83553","21748","61805"
"2023-10-01","Kondapur","12000","5000","5000","7000","3696","35000","1346","2252","2661","1234","874","86179","10116","76063"
"2023-10-01","Manikonda","9784","4102","3875","4788","2992","28443","963","1518","6360","1713","1054","75450","9858","65592"
"2023-10-01","Miyapur","10075","3486","4185","3300","1571","18033","1597","2587","5123","1675","1470","71824","18722","53102"
"2023-10-01","Chandanagar","7461","3503","4190","3048","3118","27954","1562","1002","4674","1086","1025","61404","2781","58623"
"2023-10-01","Lingampally","8893","2000","3190","7000","2878","19259","669","2569","3580","1711","1622","61153","7782","53371"
"2023-10-01","Dilsukhnagar","6000","2538","3097","4377","1500","8277","605","1000","4211","962","1078","38551","4906","33645"
"2023-10-01","Uppal","6000","2000","2845","3178","2295","21649","736","1000","5055","1193","503","48232","1778","46454"
"2023-10-01","LB Nagar","7734","2450","1589","3085","1838","16056","1075","1000","1511","800","1071","49863","11654","38209"
"2023-10-01","Mehdipatnam","6459","2962","2460","7000","2065","21204","549","2350","1322","1042","1101","60018","11504","48514"
"2023-10-01","Tarnaka","6009","3372","2807","3672","1500","20836","1141","2685","2494","1660","500","47931","1255","46676"
"2023-10-01","Kompally","11917","4714","5000","7000","1713","28985","1047","6000","1171","2500","926","99916","28943","70973"
"2023-10-01","Nallagandla","6876","2618","4896","7000","4000","35000","703","5591","6563","1008","1647","99906","24004","75902"
"2023-10-01","Attapur","8914","2638","1911","3117","2172","25979","607","3607","2505","1996","602","59450","5402","54048"
"2023-10-01","Alwal","6000","2000","2566","4719","2226","19804","1149","1000","1493","800","1108","49917","7052","42865"
"2023-10-01","Bachupally","10176","2000","3821","3033","2005","9639","927","2457","5880","1672","1553","47665","4502","43163"
"2023-10-01","Bowenpally","8580","3353","2882","3313","3212","10848","1248","2567","5148","1321","1712","56516","12332","44184"
"2023-10-01","Nizampet","8128","2756","3701","3107","3042","9886","908","2941","5732","1015","1138","53991","11637","42354"
"2023-10-01","Somajiguda","12000","4730","3102","3905","4000","20591","983","3442","2879","1766","2000","73534","14136","59398"
"2023-10-01","Masab Tank","7490","4382","3744","7000","2662","17473","1659","3670","1031","1456","718","64813","13528","51285"
"2023-10-01","Khairatabad","10802","4273","4090","7000","3006","10248","2000","4541","1254","1097","1490","68693","18892","49801"
"2023-10-01","Nagole","6000","2363","1684","2000","1825","13281","854","1000","3349","1385","679","44824","10404","34420"
"2023-11-01","Madhapur","12000","4861","5000","7000","4000","35000","2000","6000","6881","1348","2000","128241","42151","86090"
"2023-11-01","Gachibowli","12000","4449","5000","7000","3744","19988","2000","5213","8000","2382","2000","121169","49393","71776"
"2023-11-01","Hitech City","10174","5000","5000","5479","4000","34028","2000","5590","8000","2500","1370","143255","60114","83141"
"2023-11-01","Kukatpally","6097","4171","2047","5949","2359","19048","1334","5276","3398","1669","1235","73247","20664","52583"
"2023-11-01","Ameerpet","6359","2768","2026","5120","3324","19927","722","4923","5775","2025","534","56985","3482","53503"
"2023-11-01","Banjara Hills","12000","5000","5000","6520","4000","19077","1497","3687","8000","2500","2000","114252","44971","69281"
"2023-11-01","Jubilee Hills","11314","5000","5000","6011","3935","35000","2000","5030","2354","2500","1068","128020","48808","79212"
"2023-11-01","Secunderabad","9322","2648","1528","4575","2218","14830","877","3571","2365","970","857","72770","29009","43761"
"2023-11-01","Begumpet","9226","3691","5000","7000","2144","35000","1720","1793","4568","1952","965","85915","12856","73059"
"2023-11-01","Kondapur","12000","5000","4463","7000","2686","25804","1302","5579","5597","2500","1808","93568","19829","73739"
"2023-11-01","Manikonda","12000","3489","5000","4253","2557","13948","668","4258","6253","2500","1246","90271","34099","56172"
"2023-11-01","Miyapur","10334","4202","4119","6284","2200","29512","1477","2689","5626","2106","741","74573","5283","69290"
"2023-11-01","Chandanagar","6102","4067","3981","5471","3363","15210","1353","2309","4486","1544","1006","69085","20193","48892"
"2023-11-01","Lingampally","7532","2578","2498","3866","2056","26614","697","3097","3982","800","1710","62630","7200","55430"
"2023-11-01","Dilsukhnagar","6959","2118","1774","2784","1969","13756","527","3292","5033","1028","699","42401","2462","39939"
"2023-11-01","Uppal","7866","2641","2716","3514","2560","15612","1118","1415","5378","800","1308","47620","2692","44928"
"2023-11-01","LB Nagar","7583","2673","2656","2000","1941","12581","967","1000","1960","1215","823","41900","6501","35399"
"2023-11-01","Mehdipatnam","7163","2246","1950","3803","2169","20646","1311","5051","4459","1568","1209","63568","11993","51575"
"2023-11-01","Tarnaka","6254","2000","1822","5189","2304","8000","1296","3326","4566","1175","1272","44099","6895","37204"
"2023-11-01","Kompally","9979","3889","4552","7000","2500","29555","1113","2984","3660","1238","1502","85969","17997","67972"
"2023-11-01","Nallagandla","11100","2559","4879","7000","2587","31562","1175","6000","4268","1935","847","82583","8671","73912"
"2023-11-01","Attapur","6296","4166","1771","3819","2064","17611","1614","2685","3321","914","1584","73031","27186","45845"
"2023-11-01","Alwal","6440","2000","2578","4994","1500","22546","785","1900","1000","800","500","46775","1732","45043"
"2023-11-01","Bachupally","7394","2000","3230","6758","2362","26697","1013","2837","1628","1047","1123","60725","4636","56089"
"2023-11-01","Bowenpally","10173","2720","3940","2794","2255","15729","757","1199","4512","957","1092","65241","19113","46128"
"2023-11-01","Nizampet","9861","2232","3389","3957","3238","24510","807","3653","6486","1199","522","65149","5295","59854"
"2023-11-01","Somajiguda","9252","2605","4971","3984","4000","18034","878","6000","1770","2451","716","82696","28035","54661"
"2023-11-01","Masab Tank","9856","4082","2274","6988","3159","20568","611","1612","6372","1070","517","70293","13184","57109"
"2023-11-01","Khairatabad","10551","2853","4619","6322","4000","15971","1827","5647","8000","1873","2000","81694","18031","63663"
"2023-11-01","Nagole","6000","2000","1500","3432","1752","20062","599","3583","2057","1653","500","44446","1308","43138"
"2023-12-01","Madhapur","12000","4399","3886","7000","4000","35000","1829","6000","8000","1678","2000","116419","30627","85792"
"2023-12-01","Gachibowli","12000","4646","3704","6452","3898","35000","2000","2200","3288","2500","2000","85946","8258","77688"
"2023-12-01","Hitech City","12000","5000","5000","7000","4000","35000","1889","6000","4621","2295","2000","113455","28650","84805"
"2023-12-01","Kukatpally","10225","4574","2847","5881","2639","18037","996","3712","7502","1789","1020","60838","1616","59222"
"2023-12-01","Ameerpet","9681","3835","3279","4062","2830","12064","1682","3752","8000","1698","1629","69475","16963","52512"
"2023-12-01","Banjara Hills","12000","5000","4012","7000","4000","35000","1759","2712","8000","2031","2000","97343","13829","83514"
"2023-12-01","Jubilee Hills","12000","5000","2684","7000","4000","18839","2000","6000","8000","2500","2000","137613","67590","70023"
"2023-12-01","Secunderabad","10279","3995","1513","2875","1929","27344","869","1720","8000","1047","517","63292","3204","60088"
"2023-12-01","Begumpet","12000","3957","2186","5464","2825","25027","1173","3913","8000","1598","2000","97039","28896","68143"
"2023-12-01","Kondapur","11535","5000","5000","7000","3930","26473","964","5782","8000","1473","2000","100908","23751","77157"
"2023-12-01","Manikonda","8143","4108","4026","4397","2746","34239","1765","3142","7999","1293","1608","82972","9506","73466"
"2023-12-01","Miyapur","6340","2675","3467","3214","1500","20830","500","5085","7411","2207","677","64886","10980","53906"
"2023-12-01","Chandanagar","7708","2000","2440","5092","3013","19378","614","4094","6404","1330","1136","69719","16510","53209"
"2023-12-01","Lingampally","9657","2000","4071","2055","3430","17493","537","4481","5632","1497","812","61562","9897","51665"
"2023-12-01","Dilsukhnagar","7174","3072","2067","3709","2034","16724","675","1200","6274","800","500","46864","2635","44229"
"2023-12-01","Uppal","6396","2000","2737","3688","1657","20675","1013","2603","6370","905","605","49865","1216","48649"
"2023-12-01","LB Nagar","6000","2206","1500","2000","2115","15464","603","1858","3172","800","1053","46224","9453","36771"
"2023-12-01","Mehdipatnam","9785","3436","3252","2151","1949","24245","870","4763","6529","1975","1382","65076","4739","60337"
"2023-12-01","Tarnaka","7175","2234","2625","2726","2202","19176","615","3569","6220","933","1024","49793","1294","48499"
"2023-12-01","Kompally","11864","4725","1669","6327","3272","22458","1935","3404","8000","1146","936","69770","4034","65736"
"2023-12-01","Nallagandla","12000","3680","1852","4353","3409","12957","916","2938","7383","1676","605","77543","25774","51769"
"2023-12-01","Attapur","7602","4371","2183","5469","1500","24001","1700","3493","4224","1594","1295","64168","6736","57432"
"2023-12-01","Alwal","7704","2710","2960","3918","2320","11299","1225","1849","4791","869","1256","44377","3476","40901"
"2023-12-01","Bachupally","7505","2037","2751","2638","2920","23917","664","3728","7486","1198","1613","67350","10893","56457"
"2023-12-01","Bowenpally","6000","2400","1618","3346","3462","17214","1643","3957","4385","1838","500","56658","10295","46363"
"2023-12-01","Nizampet","8609","3636","2505","2379","2608","28049","1198","2293","8000","893","626","68653","7857","60796"
"2023-12-01","Somajiguda","12000","3321","5000","6214","2402","17004","2000","2284","4073","2456","1168","92537","34615","57922"
"2023-12-01","Masab Tank","10944","2884","3921","5786","3028","25941","947","4272","1853","2278","864","72271","9553","62718"
"2023-12-01","Khairatabad","12000","4034","1921","6145","2194","33810","2000","2786","1767","2500","622","98225","28446","69779"
"2023-12-01","Nagole","6044","2986","1500","2000","1997","9538","954","1259","6557","1517","926","47484","12206","35278"
"2024-01-01","Madhapur","12000","5000","5000","7000","4000","23615","2000","5876","5656","2500","2000","134112","59465","74647"
"2024-01-01","Gachibowli","11307","5000","5000","3658","3556","35000","2000","5205","7387","2500","1973","104095","21509","82586"
"2024-01-01","Hitech City","12000","4931","4078","7000","4000","35000","1510","2097","8000","2442","1468","88547","6021","82526"
"2024-01-01","Kukatpally","10683","4126","3693","5066","1682","20223","1456","4978","3511","1093","1164","74681","17006","57675"
"2024-01-01","Ameerpet","9020","2424","3315","3165","1945","17495","1469","3349","2099","1040","530","64314","18463","45851"
"2024-01-01","Banjara Hills","12000","4559","5000","7000","2990","35000","2000","4030","6386","2500","1931","144827","61431","83396"
"2024-01-01","Jubilee Hills","11179","5000","5000","7000","4000","33880","1127","2257","8000","1561","2000","126907","45903","81004"
"2024-01-01","Secunderabad","10243","3210","2883","4820","1899","11300","500","4098","7267","1644","738","54830","6228","48602"
"2024-01-01","Begumpet","10446","3539","2896","4748","3141","20578","2000","1230","8000","2500","2000","69550","8472","61078"
"2024-01-01","Kondapur","12000","5000","5000","4668","2688","31111","1751","6000","4966","2500","1621","111654","34349","77305"
"2024-01-01","Manikonda","8636","4317","4485","6559","2693","35000","1508","5606","5444","1541","1762","96049","18498","77551"
"2024-01-01","Miyapur","6000","2000","3987","3131","2874","18147","543","2433","2425","1584","1678","55856","11054","44802"
"2024-01-01","Chandanagar","7014","2000","2119","4868","2475","17191","802","3452","3151","1786","698","52210","6654","45556"
"2024-01-01","Lingampally","7623","2473","3437","3177","2257","27995","1186","4282","2383","887","538","67418","11180","56238"
"2024-01-01","Dilsukhnagar","6262","2000","1639","4609","1500","11663","500","3772","2025","811","723","40296","4792","35504"
"2024-01-01","Uppal","6000","2386","2315","2582","1500","9886","1214","3390","3357","1359","831","41218","6398","34820"
"2024-01-01","LB Nagar","6000","3354","1538","2822","2130","14394","1045","3915","2945","1242","1340","42078","1353","40725"
"2024-01-01","Mehdipatnam","6797","2154","2351","5310","1854","24599","500","2466","1568","884","1561","52052","2008","50044"
"2024-01-01","Tarnaka","6000","3172","3080","2496","1706","14420","1297","3354","4277","804","855","49247","7786","41461"
"2024-01-01","Kompally","9587","2954","5000","6443","3266","25953","1492","3003","6536","2500","971","84553","16848","67705"
"2024-01-01","Nallagandla","11612","4502","3663","5797","3270","35000","1727","5649","4762","1194","2000","97137","17961","79176"
"2024-01-01","Attapur","6423","2720","4215","4117","2542","20733","1324","5154","2503","1756","798","54230","1945","52285"
"2024-01-01","Alwal","6554","3055","2316","2802","1876","14149","718","1823","5182","1338","634","45360","4913","40447"
"2024-01-01","Bachupally","7137","3766","2611","2000","1523","12318","804","3351","2585","1767","1524","62163","22777","39386"
"2024-01-01","Bowenpally","6000","3070","2847","5804","1500","18951","1346","1710","5612","2034","909","52987","3204","49783"
"2024-01-01","Nizampet","9226","2012","2169","3217","1500","20481","660","3360","5777","880","664","57564","7618","49946"
"2024-01-01","Somajiguda","12000","5000","4881","7000","1794","10665","1173","3693","8000","1243","1049","95724","39226","56498"
"2024-01-01","Masab Tank","8795","4612","1705","6196","2074","12737","1800","4010","2151","1737","1048","74207","27342","46865"
"2024-01-01","Khairatabad","12000","5000","5000","2600","2043","35000","1276","2466","7641","1508","1339","98899","23026","75873"
"2024-01-01","Nagole","6000","2000","2618","2000","1785","21512","1032","2541","1697","800","1153","44797","1659","43138"
"2024-02-01","Madhapur","12000","3330","5000","3627","4000","15791","1215","6000","3209","2500","803","111982","54507","57475"
"2024-02-01","Gachibowli","12000","4914","4701","7000","4000","35000","2000","4381","8000","2500","1550","105606","19560","86046"
"2024-02-01","Hitech City","12000","3353","3307","4092","4000","27375","2000","6000","3139","1704","880","111994","44144","67850"
"2024-02-01","Kukatpally","6023","4666","1525","6002","2819","25171","1465","1788","1273","2142","1202","60742","6666","54076"
"2024-02-01","Ameerpet","9140","3347","3726","2721","2119","21637","682","4846","1859","1622","777","54373","1897","52476"
"2024-02-01","Banjara Hills","12000","4294","2819","4706","3472","35000","2000","5492","8000","2500","2000","139608","57325","82283"
"2024-02-01","Jubilee Hills","12000","4802","5000","7000","3381","35000","2000","5696","3538","1529","2000","96729","14783","81946"
"2024-02-01","Secunderabad","9777","3407","4131","5831","3580","11533","1573","3850","2925","922","1338","66909","18042","48867"
"2024-02-01","Begumpet","11118","4084","2855","7000","2107","19364","2000","2362","4677","2500","2000","88625","28558","60067"
"2024-02-01","Kondapur","12000","5000","4420","3647","4000","35000","2000","5381","8000","2500","1458","89686","6280","83406"
"2024-02-01","Manikonda","7612","3920","3694","6095","3966","34250","1052","6000","4822","2500","1759","81490","5820","75670"
"2024-02-01","Miyapur","6000","2456","3636","5735","1975","22866","1022","1431","4813","974","960","62289","10421","51868"
"2024-02-01","Chandanagar","10157","2000","2988","2051","2009","24442","1062","4973","6087","811","991","64469","6898","57571"
"2024-02-01","Lingampally","9065","3007","1611","5586","1609","17584","1499","1400","1063","1843","689","52738","7782","44956"
"2024-02-01","Dilsukhnagar","7445","2084","2593","2731","1500","12143","500","2694","3598","1026","908","46641","9419","37222"
"2024-02-01","Uppal","6000","3280","1574","2835","2668","19637","753","2763","1330","1442","1191","46443","2970","43473"
"2024-02-01","LB Nagar","6000","2000","2649","4605","2382","13619","710","1000","3523","1541","1265","48224","8930","39294"
"2024-02-01","Mehdipatnam","6912","2831","2811","5898","2957","18274","1226","2669","3255","1820","1594","65200","14953","50247"
"2024-02-01","Tarnaka","8221","3210","1500","2958","2119","8000","500","3109","3105","1456","754","41798","6866","34932"
"2024-02-01","Kompally","6650","2709","3589","3621","2370","15526","1229","1424","6178","977","1030","95399","50096","45303"
"2024-02-01","Nallagandla","8413","3114","3878","7000","3233","17834","2000","2012","4762","1479","1326","70147","15096","55051"
"2024-02-01","Attapur","7945","2726","3082","5005","2530","26125","1309","4622","6355","1393","1056","64688","2540","62148"
"2024-02-01","Alwal","6945","2753","2551","2490","2606","22875","500","1028","3501","800","806","49073","2218","46855"
"2024-02-01","Bachupally","6768","4338","1500","2396","2547","15767","506","4621","6051","1432","1611","70724","23187","47537"
"2024-02-01","Bowenpally","6168","2825","3750","2171","3516","23160","986","2431","6515","1383","1389","61053","6759","54294"
"2024-02-01","Nizampet","7894","2000","2365","3113","1876","17555","1557","1000","5259","1018","1092","64333","19604","44729"
"2024-02-01","Somajiguda","7421","2939","5000","6960","4000","35000","1018","1381","2342","2500","1585","82332","12186","70146"
"2024-02-01","Masab Tank","6663","2547","3464","5769","1865","24260","1350","3877","1335","1945","1611","68988","14302","54686"
"2024-02-01","Khairatabad","7827","3680","4363","4619","4000","34835","1697","5629","4739","2500","2000","89405","13516","75889"
"2024-02-01","Nagole","6000","3181","2323","2836","2185","11460","998","3235","1039","918","1002","39566","4389","35177"
"2024-03-01","Madhapur","12000","3972","5000","7000","2770","23160","1238","6000","8000","2161","1427","122860","50132","72728"
"2024-03-01","Gachibowli","12000","5000","5000","7000","4000","35000","2000","5707","6138","1535","2000","92418","7038","85380"
"2024-03-01","Hitech City","12000","5000","3636","6299","4000","35000","2000","5806","2754","2500","1966","90314","9353","80961"
"2024-03-01","Kukatpally","6000","2077","1790","3275","1983","32369","1042","3577","1992","800","1671","69925","13349","56576"
"2024-03-01","Ameerpet","7386","2000","3526","3384","2054","31763","859","4310","5103","1811","1443","74856","11217","63639"
"2024-03-01","Banjara Hills","12000","5000","5000","7000","4000","34601","2000","6000","6313","2500","2000","128600","42186","86414"
"2024-03-01","Jubilee Hills","12000","5000","5000","4567","4000","35000","1881","6000","7337","2500","2000","95314","10029","85285"
"2024-03-01","Secunderabad","10170","2554","3428","2415","3218","16540","970","2465","1000","1142","1178","72176","27096","45080"
"2024-03-01","Begumpet","8414","4646","4326","3941","2825","35000","1174","3329","3676","1182","1491","87169","17165","70004"
"2024-03-01","Kondapur","12000","5000","4909","5810","3438","35000","2000","4799","8000","2188","2000","96968","11824","85144"
"2024-03-01","Manikonda","11915","2582","2585","3911","1720","21549","1034","5391","1941","2211","1586","89476","33051","56425"
"2024-03-01","Miyapur","7783","2437","3221","2723","1595","13678","1044","1604","4726","2207","1045","71579","29516","42063"
"2024-03-01","Chandanagar","7852","2194","2691","2365","1526","11402","1589","4420","2951","1486","513","43981","4992","38989"
"2024-03-01","Lingampally","6611","3148","3360","2395","1500","24151","904","3779","2523","969","675","57994","7979","50015"
"2024-03-01","Dilsukhnagar","7223","2000","3106","4318","1592","8000","890","1000","2666","800","626","46685","14464","32221"
"2024-03-01","Uppal","6000","2000","1551","3257","1500","19637","1301","1588","4490","1279","1235","48886","5048","43838"
"2024-03-01","LB Nagar","7655","3032","1500","2000","1500","20097","500","3652","1000","1028","500","43701","1237","42464"
"2024-03-01","Mehdipatnam","7288","2320","3897","2000","3009","21582","814","3245","1289","953","941","52180","4842","47338"
"2024-03-01","Tarnaka","7767","2586","1710","3173","1617","17444","1366","3691","1561","800","691","46982","4576","42406"
"2024-03-01","Kompally","6790","2830","5000","7000","2578","18931","2000","4932","7296","1915","837","64147","4038","60109"
"2024-03-01","Nallagandla","8305","2733","2386","3160","3188","24173","2000","6000","2749","2113","1205","92557","34545","58012"
"2024-03-01","Attapur","9008","2470","3887","3389","1500","30754","855","4609","4586","1537","1678","69373","5100","64273"
"2024-03-01","Alwal","6924","2000","3008","3950","1500","15677","562","3065","4732","800","928","49003","5857","43146"
"2024-03-01","Bachupally","9035","3196","1848","2036","1850","30261","1037","3681","3607","1289","1050","61860","2970","58890"
"2024-03-01","Bowenpally","6000","2004","1504","2109","2397","14540","1523","2138","2950","2188","1282","42869","4234","38635"
"2024-03-01","Nizampet","6000","2272","2921","2727","3366","9231","845","3297","2633","800","1368","45442","9982","35460"
"2024-03-01","Somajiguda","10214","2413","5000","5180","2302","18042","989","4915","5910","1945","1186","66491","8395","58096"
"2024-03-01","Masab Tank","7787","2248","1929","4228","1547","29347","721","2652","2753","1163","1153","73086","17558","55528"
"2024-03-01","Khairatabad","9463","3567","3155","2494","2113","25436","1102","2111","7676","2392","2000","96011","34502","61509"
"2024-03-01","Nagole","7076","2974","2829","4178","1500","22467","987","2251","1020","1623","1263","49466","1298","48168"
"2024-04-01","Madhapur","12000","4509","5000","5473","3556","35000","2000","6000","5444","2500","2000","142611","59129","83482"
"2024-04-01","Gachibowli","12000","4097","5000","7000","4000","13445","2000","6000","8000","2151","2000","110053","44360","65693"
"2024-04-01","Hitech City","12000","5000","5000","7000","4000","35000","1623","6000","8000","2112","1200","121800","34865","86935"
"2024-04-01","Kukatpally","10244","2543","2451","3478","1990","11111","540","3727","5265","1097","768","46232","3018","43214"
"2024-04-01","Ameerpet","8355","3691","4204","2493","1960","11559","595","2870","6139","1428","568","47771","3909","43862"
"2024-04-01","Banjara Hills","12000","5000","3458","3653","3424","35000","1655","6000","6080","2500","1544","127342","47028","80314"
"2024-04-01","Jubilee Hills","12000","5000","5000","6158","4000","15276","2000","6000","2321","2500","1424","110097","48418","61679"
"2024-04-01","Secunderabad","6010","4574","4270","3561","4000","29465","1580","3587","4371","1073","939","74098","10668","63430"
"2024-04-01","Begumpet","8795","3851","2122","4692","3548","14746","975","3060","7127","2500","1399","83316","30501","52815"
"2024-04-01","Kondapur","12000","5000","5000","3654","4000","30787","1689","1874","2002","2500","1386","108247","38355","69892"
"2024-04-01","Manikonda","8133","5000","4397","6749","4000","35000","1187","3486","7361","2500","1566","95153","15774","79379"
"2024-04-01","Miyapur","10627","2316","3953","2973","3986","21065","714","4047","5876","1555","1496","72863","14255","58608"
"2024-04-01","Chandanagar","7886","4163","1614","3745","1984","8000","1602","3395","1998","833","1070","59020","22730","36290"
"2024-04-01","Lingampally","8074","2361","3796","4963","2616","19691","1270","3975","4962","1730","1719","66739","11582","55157"
"2024-04-01","Dilsukhnagar","6000","2686","1661","4062","2983","22580","659","2250","3737","1159","785","49821","1259","48562"
"2024-04-01","Uppal","6000","2000","1707","3798","3136","9946","854","1000","3551","800","712","40639","7135","33504"
"2024-04-01","LB Nagar","6000","2543","1698","2445","1611","12763","808","3864","4795","1260","500","46077","7790","38287"
"2024-04-01","Mehdipatnam","10019","2008","1500","4224","3948","14663","599","4893","1000","1713","1467","57000","10966","46034"
"2024-04-01","Tarnaka","6000","2333","1954","2484","1671","9274","893","3582","2033","1350","677","34157","1906","32251"
"2024-04-01","Kompally","10716","3005","4724","6918","2777","19093","1160","4793","4685","1045","2000","80230","19314","60916"
"2024-04-01","Nallagandla","7553","5000","5000","2654","3884","20508","1814","3278","5370","1642","1124","62560","4733","57827"
"2024-04-01","Attapur","8838","3938","1500","3662","2609","11521","800","4038","2370","2012","827","54059","11944","42115"
"2024-04-01","Alwal","6000","2693","2487","2000","2564","17966","587","3819","2682","1346","1044","47833","4645","43188"
"2024-04-01","Bachupally","7133","2120","1500","4905","3301","17598","991","1183","2638","1710","609","55697","12009","43688"
"2024-04-01","Bowenpally","7561","2114","3054","3060","2188","11805","1515","3463","4248","1109","1339","44590","3134","41456"
"2024-04-01","Nizampet","10003","3626","2316","3353","2320","8060","1470","3667","1925","1340","1584","49897","10233","39664"
"2024-04-01","Somajiguda","10408","3436","3126","7000","4000","28697","841","3938","6376","1162","2000","91686","20702","70984"
"2024-04-01","Masab Tank","7907","3289","2489","3804","3580","18078","1026","4081","4278","1188","867","53206","2619","50587"
"2024-04-01","Khairatabad","12000","5000","5000","4243","4000","35000","1924","4657","5685","1072","1490","90572","10501","80071"
"2024-04-01","Nagole","8104","2517","2039","2997","2167","21827","565","2771","1439","1227","1123","48918","2142","46776"
"2024-05-01","Madhapur","10948","5000","2910","7000","4000","35000","1562","6000","8000","2102","2000","107134","22612","84522"
"2024-05-01","Gachibowli","12000","3910","4825","7000","4000","35000","2000","6000","7628","2500","2000","148707","61844","86863"
"2024-05-01","Hitech City","12000","3385","5000","4826","4000","21926","921","3337","8000","1340","1965","125632","58932","66700"
"2024-05-01","Kukatpally","11293","2112","3649","5951","2429","23069","591","4700","8000","936","1571","73099","8798","64301"
"2024-05-01","Ameerpet","6907","4018","3861","5088","2244","16836","1511","3819","2679","885","1786","66728","17094","49634"
"2024-05-01","Banjara Hills","12000","4673","5000","4767","4000","24301","2000","6000","8000","2500","1191","100893","26461","74432"
"2024-05-01","Jubilee Hills","12000","5000","2787","6914","4000","35000","1628","4962","8000","2500","2000","102545","17754","84791"
"2024-05-01","Secunderabad","6000","3420","2074","3089","3859","8425","877","5262","4022","1267","1759","64620","24566","40054"
"2024-05-01","Begumpet","12000","5000","4860","5839","2961","15582","2000","2807","8000","1836","1119","90825","28821","62004"
